,Dates,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
ADSK US  EQUITY,PX_TO_BOOK_RATIO,0.051825918,-0.021461703,-0.226695017,-0.149864375,0.207551734,0.395150548,0.399315567,0.32801134,0.582914707,-0.10423424,0.04824575,0.150765363,0.350042944,0.239524903,0.219003085,0.754604505,1.054795529,1.956297733,2.199183051,2.949784657,3.087933992,2.554870802,4.091763928,3.273663274,2.302330661,2.26644605,2.063214665,2.231844608,1.472837236,1.722616229,2.262130056,2.206068568,0.969289412,1.169052978,1.223874543,0.368771075,0.289447575,0.399791517,0.491227669,0.570466264,0.597488093,0.378318843,0.719715235,0.796479049,0.843400239,0.554535268,0.207699748,0.141067448,0.318774236,0.159673167,0.094294634,0.099503364,0.072058145,-0.073375787,0.043331103,0.257767454,0.117560652,0.28126707,0.229480078,0.024367339,-0.023791945,-0.114460356,-0.100715393,-0.000338405,0.045305909,0.015580341,0.392754525,0.554312712,1.227612961,2.798061246,5.198170854,5.205878907,5.438518637,5.430945357,5.252965509,5.19397085
ADP US  EQUITY,PX_TO_BOOK_RATIO,-0.069287481,0.019391962,0.118462378,0.097741895,0.335472726,0.092373493,0.280746685,0.311376228,0.251662789,0.040684745,0.037739303,0.065124023,-0.179937533,-0.244099522,-0.223208194,-0.206892215,-0.202835258,-0.171755855,-0.168090208,-0.214891299,-0.162290304,-0.253177178,-0.252865887,-0.225828837,-0.2922387,-0.256199173,-0.206764142,-0.223992422,-0.252465184,-0.052456373,-0.08987226,-0.123243711,-0.141729955,-0.074182064,0.098314428,0.19418545,0.088842574,-0.019766155,-0.098495498,-0.035290886,-0.09141539,-0.039869469,-0.094021759,-0.089092333,-0.099290391,-0.034796619,-0.019518486,-0.026752925,-0.135042964,-0.008051709,0.016990074,-0.065412255,-0.088423147,0.034511836,0.023835513,0.170374425,0.012052698,0.03950217,0.226547788,0.089405435,0.086461994,0.045430615,0.047772835,0.037900599,0.075725188,0.034985691,0.157809768,0.290090248,0.21887981,0.315542626,0.410472795,0.342768446,0.131054439,0.240916674,0.340740276,0.324972687
AZO US  EQUITY,PX_TO_BOOK_RATIO,-0.18288953,-0.279487015,-0.218883164,-0.026923799,0.21321101,0.467034672,1.534285686,1.816648519,1.760726872,3.110631307,4.105581245,3.160702605,3.078807615,3.620427159,3.972266664,3.733064182,4.260227766,3.787504293,4.010994765,4.658981518,4.112261543,4.532773187,4.164188958,3.532507337,2.527548831,3.017592547,4.063640103,3.825298768,4.083745057,4.068754731,3.864759537,3.835726151,4.148516296,4.245105908,4.220510302,4.234224258,4.536612371,4.011503528,3.951061484,3.766435297,4.075253212,4.129040919,3.725147336,3.97636406,4.28406503,4.15873191,4.145521783,4.096808842,4.171409185,4.118745338,4.052836438,4.137624348,4.45731426,4.264085809,4.464448919,3.998431194,4.401470552,4.162531131,4.258845404,4.7825779,4.941104301,5.319945296,5.480561911,5.501256677,5.20387184,5.374679955,5.137743866,5.254935943,5.16083321,5.183018676,5.198170854,5.205878907,5.286236405,5.430945357,5.252965509,5.19397085
AVB US  EQUITY,PX_TO_BOOK_RATIO,-0.679171126,-0.669513774,-0.584159926,-0.637947817,-0.829021178,-0.795334408,-0.790586565,-0.815909345,-0.847146538,-0.833551572,-0.743035778,-0.79468298,-0.808147363,-0.769780061,-0.770193983,-0.8411511,-0.74397796,-0.771009674,-0.661340846,-0.538484154,-0.662615514,-0.497259658,-0.515931567,-0.50856303,-0.408901474,-0.363428838,-0.285604897,-0.235315535,-0.365023107,-0.432369561,-0.432362891,-0.545549866,-0.432154616,-0.446099557,-0.385470085,-0.478337172,-0.507890809,-0.530417949,-0.478095836,-0.429519685,-0.417815458,-0.309060445,-0.274354058,-0.273682191,-0.267486368,-0.198729532,-0.241455414,-0.276205824,-0.281918674,-0.247538522,-0.295393836,-0.426329334,-0.500635209,-0.503931414,-0.512676056,-0.6241812,-0.560389444,-0.557540016,-0.541377048,-0.402363322,-0.381332581,-0.351356529,-0.309572449,-0.294372818,-0.319802916,-0.303839608,-0.350130705,-0.336168448,-0.341413935,-0.342978231,-0.359077165,-0.345785887,-0.297321802,-0.325277924,-0.33980172,-0.325014203
AVY US  EQUITY,PX_TO_BOOK_RATIO,0.069092516,0.206510814,-0.098508839,0.045926027,0.250120879,0.086427484,0.165953881,0.215022645,0.286042669,0.441035561,0.57733724,0.596411411,0.53783875,-0.008802457,-0.046861199,-0.035606338,0.037815739,0.073649279,0.084797427,-0.192308674,-0.087364756,-0.136309918,-0.314917576,-0.234066812,-0.251761427,-0.240572739,-0.244403107,-0.15868363,-0.242021666,-0.227800921,-0.228229186,-0.467204557,-0.460787552,-0.497246214,-0.434301652,-0.370650397,-0.476726169,-0.164450113,-0.068175244,-0.184833058,-0.230343363,-0.253333967,-0.208067951,-0.295577742,-0.327993763,-0.396239431,-0.490562063,-0.479183238,-0.486283614,-0.492967061,-0.442003983,-0.414088806,-0.33966637,-0.339999708,-0.366449314,-0.298021755,-0.305522251,-0.286205785,-0.30838567,-0.259770571,-0.193089029,-0.115149909,-0.153691291,-0.127728046,-0.06580743,-0.083657932,-0.038469448,-0.054244499,-0.043341432,0.010601965,0.052416587,0.119695933,-0.029931603,0.036087534,0.044080875,0.067974738
BHGE US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.32631614,-0.337095338,-0.298682534,-0.306687301,-0.323493403,-0.391951807
BLL US  EQUITY,PX_TO_BOOK_RATIO,-0.526224813,-0.522877564,-0.490229663,-0.423409756,-0.443620928,-0.261570537,0.119329242,0.124351015,0.542084169,0.452504273,1.072365225,1.260756312,1.37774205,0.3864916,0.472628516,0.324954933,0.464702891,0.583805108,0.491632029,0.23468883,0.35561612,0.023436696,0.263743208,0.41130994,0.338348332,0.062651918,0.082953588,0.096670823,0.041345804,0.075399027,0.068371429,-0.083712302,-0.084191063,-0.082663831,-0.108957596,0.413883103,0.473259402,0.281558402,0.082039078,0.059358669,-0.49859087,0.161313814,0.074083365,0.130672921,0.114716245,0.214662576,0.145026224,0.3190325,0.37431625,0.474177658,0.388249816,0.546257148,0.411001497,0.359722273,0.241742414,0.407356338,0.507513343,0.572084106,0.527924355,0.320017865,0.358619507,0.127192955,0.080540036,0.006595475,0.118296681,-0.284766506,-0.235514994,-0.235426766,-0.261316034,-0.221409833,-0.219600163,-0.278987821,-0.243333382,-0.274478946,-0.239631241,-0.179345323
BAC US  EQUITY,PX_TO_BOOK_RATIO,-0.547560852,-0.587765221,-0.499323548,-0.574866727,-0.645824365,-0.616109168,-0.591964807,-0.610606045,-0.611874739,-0.520481029,-0.445510154,-0.474694506,-0.448089232,-0.426523658,-0.456573361,0.236934808,-0.480959889,-0.676241433,-0.622667609,-0.563657228,-0.652305036,-0.572961444,-0.659149239,-0.622453045,-0.655341897,-0.641687124,-0.598569186,-0.656937114,-0.65014774,-0.673435987,-0.668518211,-0.75444791,-0.684254142,-0.751187125,-0.630713895,-0.759902749,-0.76816518,-0.775400061,-0.770433942,-0.858061525,-0.761532226,-0.757011343,-0.833988134,-0.810340198,-0.77929655,-0.796184153,-0.744577578,-0.777685518,-0.726483121,-0.776769923,-0.802794398,-0.75912635,-0.678820343,-0.723958051,-0.691184392,-0.79727555,-0.750257514,-0.787014051,-0.755450967,-0.541256214,-0.519961621,-0.449039011,-0.411974353,-0.378535482,-0.434325591,-0.391290092,-0.468621127,-0.426813182,-0.433716662,-0.457835104,-0.458839976,-0.415659966,-0.335685119,-0.386878725,-0.409342958,-0.411234162
BAX US  EQUITY,PX_TO_BOOK_RATIO,-0.29987644,-0.211404446,-0.169994983,0.008763263,0.130599819,0.050188122,0.335996683,0.086186097,0.141718058,-0.043559693,-0.292671972,-0.061287686,-0.385457439,-0.255333976,-0.275140626,-0.262531214,-0.283559712,-0.121890999,-0.272802415,-0.258502278,-0.305610063,-0.277979942,-0.276375071,-0.307865345,-0.469349125,-0.501049222,-0.405329965,-0.429488654,-0.370427213,-0.345214527,-0.313761895,-0.334806795,-0.267011851,-0.190494299,-0.067465744,0.020265071,0.035009131,-0.068839995,-0.192114581,-0.20050488,-0.160933155,-0.306773853,-0.322929288,-0.342478271,-0.353363128,-0.300697374,-0.22573361,-0.354345002,-0.315415423,-0.330044402,-0.316394673,-0.254655924,-0.268874404,-0.321141482,-0.387633344,-0.456057285,-0.432388261,-0.456941948,-0.42454624,-0.357764212,-0.342657365,-0.318598908,-0.308631408,-0.296899972,-0.319338007,-0.278796427,-0.301123498,-0.297294862,-0.285075292,-0.261085448,-0.257993729,-0.248901169,-0.227343721,-0.203264636,-0.217571173,-0.187921933
BBT US  EQUITY,PX_TO_BOOK_RATIO,-0.492604388,-0.534131904,-0.443666234,-0.433012215,-0.508364468,-0.507078133,-0.47017632,-0.563370541,-0.615667159,-0.546032645,-0.487017688,-0.512778272,-0.576937468,-0.593077562,-0.661119335,-0.70070439,-0.723172286,-0.732527014,-0.656001191,-0.596266416,-0.706732861,-0.622372947,-0.686216193,-0.660210434,-0.666131862,-0.661193224,-0.644356793,-0.698248212,-0.691954969,-0.705343264,-0.72062284,-0.817007989,-0.714729961,-0.745745992,-0.584541103,-0.592177478,-0.648905844,-0.686413405,-0.684751292,-0.766257643,-0.65931709,-0.668239911,-0.753955718,-0.727107954,-0.704101896,-0.71532637,-0.668294772,-0.682635747,-0.625532728,-0.644548893,-0.660209176,-0.670680882,-0.612439711,-0.650375597,-0.629335467,-0.717118083,-0.666002507,-0.70690076,-0.690588714,-0.507089934,-0.487198113,-0.419939893,-0.389290175,-0.359778732,-0.414967282,-0.371846585,-0.441399896,-0.396857338,-0.411112183,-0.431993449,-0.435156253,-0.402637095,-0.325172298,-0.371160327,-0.396927593,-0.395202242
BDX US  EQUITY,PX_TO_BOOK_RATIO,-0.258307294,-0.200582965,-0.246079352,-0.083042067,0.109172874,-0.008489602,0.189524564,-0.105357295,-0.018839527,-0.003545693,-0.011353603,-0.02725739,0.125155972,0.010951805,-0.111818088,-0.082336243,0.041445997,0.16883445,0.168700684,0.038698469,0.192045103,0.001382609,-0.008216897,0.089754286,0.004544959,0.088731897,0.176856985,0.103720374,0.11358843,0.02066851,0.106182447,0.135504226,0.168386248,0.062774473,0.203130037,0.235389154,0.247484487,0.177690459,0.014271191,0.122953272,0.049233497,-0.02253562,-0.046632195,0.060710807,-0.105793113,-0.050091795,-0.003613515,-0.09167328,-0.13437071,-0.05292666,0.001840077,-0.121514677,-0.090275829,-0.060000375,-0.14118003,-0.063109864,-0.088599242,-0.090709761,-0.071163417,-0.088347173,-0.217635484,-0.209634106,-0.20665365,-0.189364288,-0.215572818,-0.199010226,-0.152660263,-0.183414417,-0.177249407,-0.202104686,-0.206998544,-0.300027755,-0.258013179,-0.261801729,-0.259113543,-0.262568474
BRK.B US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BBY US  EQUITY,PX_TO_BOOK_RATIO,1.387191944,0.551252254,0.348202641,-0.212592128,0.001005959,0.553470871,0.279276001,0.751282531,1.439611702,0.412490274,-0.029068509,-0.071421361,0.009501238,0.446255551,0.439591881,0.517142913,0.241032136,0.218740999,0.263558086,0.106659673,-0.005825713,0.179852562,0.039952515,0.008713199,0.106542918,0.182490498,0.132480399,-0.034056339,-0.180322021,-0.24250995,0.271850964,0.383387005,-0.066615422,-0.117391067,-0.099258688,-0.148291758,0.159866193,-0.08475351,-0.158365479,-0.15942821,-0.257196795,-0.344207589,-0.255309308,-0.438870518,-0.579850326,-0.531814424,-0.536384254,-0.58543687,-0.455985862,-0.474273687,-0.564843331,-0.661015965,-0.406362933,-0.286210653,-0.242368621,-0.237277295,-0.503399593,-0.495328639,-0.446098571,-0.346633531,-0.370065824,-0.347141736,-0.289526234,-0.308861836,-0.332387755,-0.315073737,-0.320737003,-0.286561411,-0.28929621,-0.243728317,-0.237722945,-0.186066304,-0.16019308,-0.111240766,-0.080505318,-0.157132905
BIIB US  EQUITY,PX_TO_BOOK_RATIO,3.590927159,4.160521995,4.543457277,1.778359321,1.612475883,2.748111627,2.241724159,2.404867459,2.039133016,1.104534292,1.698935814,0.861866571,0.963665242,0.593431067,0.439178406,-0.551691244,-0.207792707,-0.032626237,-0.036993823,-0.068271858,-0.541888438,-0.501883902,-0.469087599,-0.398105505,-0.406576564,-0.371295939,-0.39626416,-0.400121613,-0.479736041,-0.116303254,0.057904711,-0.167011849,-0.011772598,-0.099435326,-0.142023756,-0.01782029,0.088326471,-0.172062795,-0.239617597,-0.213166062,-0.182516288,-0.22910346,-0.137557911,-0.118567113,-0.120081607,0.22440684,0.144110391,0.156577907,0.163877851,0.453530839,0.43174953,0.264112969,0.310820139,0.435575231,0.430297949,0.693757071,0.618760224,0.630577051,0.52633254,0.108491279,0.152078209,0.02777342,-0.074643804,-0.070498529,-0.147941419,-0.201974499,-0.128866084,-0.174985777,-0.16041219,-0.15279552,-0.131205857,-0.148195719,-0.213927158,-0.183254794,-0.17712187,-0.1725975
BLK US  EQUITY,PX_TO_BOOK_RATIO,-0.186635697,0.063090129,0.031472185,0.302365728,0.406053507,0.136436552,0.691862323,0.283240297,0.269242604,0.385378576,0.435146846,0.212698616,0.371202333,0.130688526,0.212098056,0.239590403,0.36563197,0.406651454,0.682092814,0.432934406,0.514791834,0.423482318,0.579338312,0.80913552,0.979069586,1.170009255,-0.675222861,-0.734189963,-0.698486312,-0.706991968,-0.675648662,-0.559626738,-0.513821621,-0.545832337,-0.479800389,-0.531640047,-0.705716799,-0.771744253,-0.777214583,-0.886850249,-0.823081799,-0.792167707,-0.833988134,-0.760178009,-0.732124839,-0.718524178,-0.667012606,-0.681042781,-0.637888276,-0.641645858,-0.66068968,-0.60205742,-0.518206438,-0.556416089,-0.534723938,-0.566696431,-0.547629267,-0.572413745,-0.54079059,-0.41922303,-0.404409874,-0.366123801,-0.349969534,-0.321502873,-0.357860914,-0.328737429,-0.375465133,-0.351370821,-0.360301881,-0.360594083,-0.356380228,-0.331027497,-0.275325421,-0.313997397,-0.345407339,-0.349369106
HRB US  EQUITY,PX_TO_BOOK_RATIO,-0.247354033,-0.470955072,-0.327565351,-0.221072222,0.124584613,-0.062566992,0.507947399,0.783217839,0.690945506,0.415779096,0.544969844,0.74393887,0.877036212,0.108887839,0.109101488,0.489301998,0.33292061,-0.027748153,0.209572602,0.189035967,0.304762047,0.010534085,-0.130366991,0.023850479,-0.161000531,-0.264892499,-0.209692009,-0.081284677,-0.130159978,0.051670616,0.28735479,1.451008397,2.366467509,0.593349024,1.298432556,1.734147916,1.194492545,0.249258267,0.402000593,1.001606327,0.598886336,-0.026113032,0.032399815,-0.001704469,0.4021774,-0.19634626,-0.093182008,0.311766339,0.252615259,-0.133669013,0.338447025,0.632527372,1.246151677,0.230235017,0.262887178,0.705106506,1.256937248,0.169446907,0.192575115,0.081810382,0.050314882,-0.205860937,-0.096964767,-0.128549371,-0.122603858,5.374679955,5.137743866,5.254935943,5.16083321,5.183018676,5.198170854,5.205878907,5.438518637,0.217454529,1.117343522,1.40704718
BA US  EQUITY,PX_TO_BOOK_RATIO,-0.42161737,-0.370696634,-0.175926521,-0.082855006,-0.145138613,-0.181612358,-0.434999163,-0.369704975,-0.171351511,-0.154494184,-0.268549546,-0.026031922,-0.182128152,0.05091973,-0.040162908,0.021403291,-0.124570011,0.134479399,0.077848023,-0.195721973,-0.019709943,0.065313592,0.304378519,0.105234815,0.093219397,0.458377877,0.30790549,2.655073338,1.840648013,1.876850897,1.873814827,0.710640108,0.486385894,0.35451526,0.307009458,0.115478475,0.155697674,4.011503528,3.951061484,3.766435297,4.075253212,3.46046148,2.25541131,3.583853922,2.374426866,1.904704122,1.037383632,2.728044357,1.305896768,1.305368098,0.718044918,1.219562712,0.661055103,1.087079403,0.854331939,0.441951891,0.249661068,0.319676027,0.249608153,0.40403268,0.536559844,0.54835462,0.34720683,0.318651657,0.725875114,5.374679955,2.268640264,5.254935943,5.16083321,5.183018676,5.198170854,5.205878907,5.438518637,5.430945357,5.252965509,5.19397085
BKNG US  EQUITY,PX_TO_BOOK_RATIO,3.918614587,4.160521995,4.543457277,4.60002118,1.497510718,4.019185351,1.292417885,1.975708945,1.417317945,0.398238713,0.033781718,0.145533558,0.273620207,1.487217452,1.908461043,0.703719878,1.407281903,1.325148751,0.830386029,0.412363189,0.789847466,0.402430689,-0.401385333,-0.278792156,-0.238974424,-0.072417945,0.325507967,0.490313356,0.748852744,0.978080778,0.963864551,1.482954696,1.145284709,1.129908822,0.399242701,0.844006536,0.826273389,1.379461908,1.299279783,1.913252692,2.207475072,1.279125748,2.825345853,2.495781085,3.061994992,2.718003243,1.884651515,1.54388368,2.251130977,2.093474244,1.449823732,1.092312219,0.85482617,0.712368886,0.73983216,1.093104906,0.897234796,0.828455543,0.535632088,0.122208206,0.071035792,0.021559699,0.034483162,-0.038366814,-0.019981572,-0.078419838,0.038474675,0.004360681,0.040546005,0.072048185,0.010204348,-0.00987224,0.009911138,0.066606344,0.063972346,0.120795976
BWA US  EQUITY,PX_TO_BOOK_RATIO,-0.616912488,-0.638739546,-0.578330951,-0.609639268,-0.766057284,-0.697193958,-0.751911566,-0.700216589,-0.52716555,-0.55282111,-0.526263744,-0.583572599,-0.593616046,-0.531810115,-0.553905324,-0.530660645,-0.545914188,-0.56779788,-0.553801763,-0.452755514,-0.568712113,-0.45712898,-0.484923162,-0.454741588,-0.498082623,-0.466994373,-0.547454978,-0.581985413,-0.435641185,-0.381162746,-0.394911666,-0.368085613,-0.40915271,-0.372356192,-0.43220459,-0.469605812,-0.417572903,-0.228706306,-0.436988197,-0.429272235,-0.358408064,-0.25842348,-0.129814034,0.073116126,0.055900141,0.04155859,-0.092937786,-0.153128234,-0.073589759,-0.247375735,-0.249576399,-0.267023958,-0.286055594,-0.247477228,-0.207834137,-0.189524012,-0.166884084,-0.153099266,-0.286770505,-0.277776084,-0.243727422,-0.255268541,-0.296925935,-0.283090126,-0.336526739,-0.338466061,-0.373871772,-0.317455259,-0.32769595,-0.346014397,-0.321152977,-0.310032894,-0.334667749,-0.325182184,-0.352374907,-0.362557729
BXP US  EQUITY,PX_TO_BOOK_RATIO,-0.613698771,-0.56744145,-0.491597164,-0.569732944,-0.735981258,-0.708835619,-0.707314085,-0.751559528,-0.78476655,-0.735139903,-0.660162053,-0.759662883,-0.736952241,-0.70834556,-0.739679544,-0.784227136,-0.712945107,-0.790313544,-0.688117646,-0.581028478,-0.684386644,-0.551457092,-0.522733185,-0.517762103,-0.388305159,-0.493756886,-0.427624084,-0.223882844,-0.38620853,-0.490171193,-0.504550535,-0.406899512,-0.313288682,-0.299412993,-0.191903853,-0.405866883,-0.521071269,-0.525299818,-0.436410302,-0.455130741,-0.391392254,-0.348965177,-0.296881701,-0.315821409,-0.302507757,-0.20660338,-0.219658583,-0.23761133,-0.272993934,-0.213733088,-0.204776498,-0.252513831,-0.325215448,-0.343780196,-0.352666933,-0.42469763,-0.345400432,-0.33485713,-0.337143056,-0.279893096,-0.26290285,-0.277016564,-0.259128562,-0.243287445,-0.264498072,-0.245826022,-0.250568454,-0.265134708,-0.264567999,-0.282886491,-0.280643229,-0.269371231,-0.249424883,-0.263327951,-0.285276994,-0.272353151
BSX US  EQUITY,PX_TO_BOOK_RATIO,0.157155972,0.199399555,-0.105004471,-0.191475032,0.415841563,0.181125507,0.693889481,0.594070451,0.592059046,1.247724537,1.574743012,2.200360116,2.229444822,2.861997144,3.071110782,3.315626063,3.140203287,2.839272574,2.152500332,1.257977331,1.077924699,0.681631553,0.609963036,0.507591282,0.179688152,-0.524937907,-0.594195023,-0.575629859,-0.651341285,-0.63878087,-0.681568899,-0.731624244,-0.612006315,-0.588305187,-0.57974782,-0.584901344,-0.505191197,-0.513644244,-0.566205647,-0.655152675,-0.674733614,-0.685352477,-0.73205796,-0.681503019,-0.689084398,-0.70506925,-0.642285108,-0.720391838,-0.683740574,-0.62496019,-0.622164592,-0.61595552,-0.492015361,-0.466878205,-0.365271333,-0.407732961,-0.343571543,-0.391412928,-0.429531133,-0.334793542,-0.246980567,-0.231707537,-0.225203677,-0.210129073,-0.221564983,-0.159145678,-0.142394471,-0.193042363,-0.175331411,-0.130088954,-0.12100682,-0.179681147,-0.160926434,-0.12341112,-0.103705215,-0.102075741
BHF US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.471508222,-0.436287066,-0.352191413,-0.402741438,-0.426059714,-0.428660198
BMY US  EQUITY,PX_TO_BOOK_RATIO,0.371277007,0.463711633,0.301109306,0.7749439,1.02419593,0.583482571,1.111046846,1.086586152,0.603648965,0.005013677,0.152415054,0.145957758,0.036485683,0.136911327,-0.008573435,0.124286181,-0.166415569,-0.130938385,-0.15745016,-0.130076935,-0.04238478,-0.142971417,-0.23204247,-0.270657155,-0.265412819,-0.157555066,-0.172970207,0.011309164,0.014822583,0.102457173,-0.029786759,-0.009979561,-0.13388064,-0.152886463,-0.202950872,0.147618196,0.045926681,-0.127806019,-0.160022113,-0.217042776,-0.226471306,-0.2165272,-0.2152931,-0.300565782,-0.32143272,-0.253001765,-0.094494703,-0.068477458,-0.198976551,-0.070914624,-0.008448355,-0.066508802,0.010607598,0.084630942,0.039954223,0.216319412,0.103076695,0.061501039,0.122053543,0.015113597,-0.003290455,0.002004298,-0.052938918,-0.027468461,-0.033806169,-0.026537262,-0.114594129,-0.107369053,-0.105314603,-0.078474129,-0.00155398,0.03653995,-0.055145416,-0.047629407,-0.051349086,-0.077927746
AVGO US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.565891777,0.361082478,0.337701747,0.348261212,0.449272364,0.256539949,0.192953036,0.388188914,0.267473132,-0.045253689,0.089976373,0.063547441,-0.014355723,-0.174760975,-0.195625196,-0.178875733,-0.139334526,0.002417062,0.114029005,0.207121084,0.450218672,0.163850048,0.197498214,0.100602568,0.048673256,0.002057126,0.032256162,-0.271912668,-0.269954337,-0.249021131,-0.204068168,-0.181178728,-0.158684386,-0.169216225,-0.233926951,-0.269325835,-0.264666554,-0.216581826
BF.B US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CHRW US  EQUITY,PX_TO_BOOK_RATIO,0.364678428,0.446747674,0.327143117,0.580504493,0.897805434,0.644632583,1.018075805,0.661980045,0.867487963,1.112629854,0.869821653,1.02376971,1.158032906,0.897638349,0.767311993,0.777562553,0.768551611,0.96421225,0.851430552,0.770515688,0.854503614,0.718463819,0.845647841,1.058265638,1.292902582,1.79230054,1.18922873,0.939000826,1.060798986,1.159987815,1.211009924,1.264250676,1.285446176,1.202691987,1.321912151,1.871937095,1.382155288,1.77760085,1.689397819,1.952597213,1.531299184,1.560708583,1.997010354,1.965526556,1.465037174,1.579613751,1.400023078,1.24689332,0.822894511,0.813724216,0.827938932,0.589303006,0.278271436,0.277855906,0.753064816,0.978991929,0.566752518,0.896255702,0.883359781,0.403879906,0.280944715,0.066853231,0.080492645,-0.038982808,0.060938487,-0.014581532,0.04312577,0.037927842,0.030478185,-0.000355628,0.064660205,0.055844364,-0.023246637,-0.028165852,0.019063098,0.004027268
CA US  EQUITY,PX_TO_BOOK_RATIO,-0.1402745,-0.106013535,-0.414333326,-0.498961573,-0.334315038,-0.11558036,-0.215151865,-0.023687793,-0.399392902,-0.524486645,-0.649231579,-0.523571814,-0.457648298,-0.179866848,-0.039708086,-0.0641754,-0.17223179,-0.139151911,-0.167147916,-0.141657768,-0.224194253,-0.217509058,-0.227089496,-0.229261326,-0.286247587,-0.42413843,-0.175651146,-0.266435832,-0.164043394,-0.125613584,-0.170171611,-0.215529223,-0.224181892,-0.218692174,-0.291289572,-0.23103179,-0.219072011,-0.347197479,-0.318134342,-0.367079848,-0.364502969,-0.449501498,-0.456020231,-0.435566751,-0.472978229,-0.505538096,-0.47111587,-0.534210435,-0.414955242,-0.399093223,-0.440392883,-0.517572273,-0.470387733,-0.454961929,-0.445079564,-0.450989298,-0.475293568,-0.533136412,-0.524244097,-0.406782857,-0.38068386,-0.355695287,-0.330214432,-0.308029981,-0.335009327,-0.302635209,-0.345107827,-0.33647665,-0.349351385,-0.350199589,-0.360867167,-0.342042864,-0.289064151,-0.346887202,-0.344337654,-0.321143049
